Species	JanWk1	JanWk2	JanWk3	JanWk4	FebWk1	FebWk2	FebWk3	FebWk4	MarWk1	MarWk2	MarWk3	MarWk4	AprWk1	AprWk2	AprWk3	AprWk4	MayWk1	MayWk2	MayWk3	MayWk4	JunWk1	JunWk2	JunWk3	JunWk4	JulWk1	JulWk2	JulWk3	JulWk4	AugWk1	AugWk2	AugWk3	AugWk4	SepWk1	SepWk2	SepWk3	SepWk4	OctWk1	OctWk2	OctWk3	OctWk4	NovWk1	NovWk2	NovWk3	NovWk4	DecWk1	DecWk2	DecWk3	DecWk4	State
Bufflehead	0.1794055	0.1748714	0.1703775	0.1858372	0.1856187	0.1644823	0.1533257	0.1668742	0.187688	0.1775354	0.1885657	0.1906031	0.1974173	0.20926	0.2141404	0.2119977	0.2030507	0.136567	0.1009147	0.0586345	0.0287017	0.0219151	0.0168347	0.0143214	0.0150825	0.0120675	0.0132624	0.0124315	0.0133562	0.0124018	0.0155123	0.0170504	0.0154881	0.0184295	0.0218012	0.0384454	0.0815563	0.1441308	0.1959091	0.2397053	0.2312831	0.2129436	0.2109533	0.2107068	0.2154516	0.2327672	0.2057583	0.2181454	AK
Common Goldeneye	0.1834749	0.1792799	0.1880445	0.1856416	0.1736343	0.1559633	0.151598	0.1703611	0.1795881	0.1863541	0.1855567	0.2042868	0.2195319	0.2225486	0.1931235	0.1496529	0.1144299	0.0740844	0.0661662	0.048044	0.0247655	0.0192996	0.0179979	0.0185107	0.0184974	0.0180285	0.0174016	0.0188703	0.0174172	0.0214901	0.0193657	0.0215827	0.0238435	0.0257746	0.0311231	0.0490703	0.0748223	0.0993685	0.1236364	0.1420476	0.1477874	0.1485237	0.1528059	0.1537447	0.1650345	0.1818182	0.1876396	0.1903491	AK
Barrow's Goldeneye	0.1178344	0.1204996	0.1149564	0.1334116	0.1307135	0.1094364	0.1120069	0.135741	0.1333025	0.1445811	0.1514544	0.1323565	0.1480226	0.146454	0.1589346	0.1434758	0.1267834	0.0892741	0.07586	0.0563141	0.037263	0.028853	0.0180302	0.0130874	0.0152533	0.0156295	0.0148674	0.0134515	0.0108293	0.0127805	0.0106709	0.0120863	0.010699	0.0144231	0.0189445	0.0325737	0.07052	0.0885958	0.1040909	0.1159804	0.1238519	0.1198926	0.1118999	0.1239451	0.135292	0.1252081	0.1238521	0.1316433	AK
Smew	0.0003539	0.0002449	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0009257	0.0002321	0.0002006	0.0015	0.0	0.0	0.0015	0.0015	0.000116	0.0009319	0.0034301	0.0016362	0.0007872	0.0002753	6.46e-05	0.0	5.69e-05	0.0	8.45e-05	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0003007	0.000699	0.0015	0.0005572	0.0015	0.0	0.0	0.0002982	0.0015	0.0002637	0.0015	0.0015	0.0015	0.0004447	AK
Hooded Merganser	0.0169851	0.0122459	0.0135528	0.0123239	0.0122631	0.0054609	0.0079182	0.0097136	0.0111085	0.0071942	0.0110331	0.0088399	0.0106538	0.0103511	0.0069734	0.0049035	0.0042918	0.0039605	0.0028336	0.0019039	0.0014433	0.0010187	0.0005816	0.0006495	0.0006261	0.0012358	0.0010982	0.001275	0.0016244	0.0025561	0.0031617	0.0038129	0.0042796	0.0060096	0.0081191	0.0106249	0.0211373	0.0193165	0.0297727	0.0340008	0.0311717	0.0304205	0.0273834	0.022943	0.0155967	0.024309	0.0191114	0.0169002	AK
Common Merganser	0.1679052	0.1425422	0.1481123	0.1578638	0.1585842	0.1288772	0.1302908	0.1676214	0.1538996	0.1503829	0.17332	0.1817631	0.1966102	0.1907959	0.1720097	0.1496529	0.1263775	0.092955	0.0708888	0.0517329	0.0395591	0.0306976	0.0290164	0.0326048	0.0380194	0.0372928	0.0397871	0.0345531	0.0286978	0.0296317	0.0364588	0.0456115	0.0510495	0.0598291	0.0712675	0.0796868	0.094089	0.1223997	0.1427273	0.1715149	0.1842471	0.2025052	0.1768087	0.1666667	0.1639463	0.1868132	0.1883842	0.1690016	AK
Red-breasted Merganser	0.131281	0.1327455	0.142062	0.1390845	0.1507804	0.124727	0.1156061	0.1302615	0.1388567	0.1397076	0.1257773	0.1054735	0.1016949	0.0865855	0.0799031	0.071706	0.0847929	0.0732923	0.0862	0.1009371	0.1067703	0.0697649	0.055771	0.0456597	0.0442231	0.0361297	0.0308329	0.0285605	0.0204855	0.0169459	0.0170932	0.0215108	0.0251681	0.0404647	0.0616449	0.0707395	0.0667789	0.0607355	0.0813636	0.0935021	0.1096577	0.1034894	0.1152806	0.1292194	0.1432717	0.1408591	0.1563663	0.1563264	AK
Ruddy Duck	0.0001769	0.0002449	0.0024201	0.0007825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001211	0.0	0.0	0.0	0.0	0.000232	0.0006057	0.0013422	0.0008925	0.0007872	0.0005506	0.0006139	0.0007794	0.0010814	0.0005816	0.0004224	0.0004463	0.000361	0.0004734	0.000494	7.19e-05	0.0004076	0.0001335	0.0003007	0.0005592	0.0024317	0.0003715	0.0013636	0.0030223	0.0005566	0.0014912	0.0003381	0.0015	0.0	0.000999	0.0009928	0.0002224	AK
Helmeted Guineafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Northern Bobwhite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.28e-05	5.51e-05	0.0015	0.0	0.0015	7.27e-05	0.0	0.0001275	9.02e-05	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003627	0.0	0.0	0.0	AK
Wild Turkey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0001211	0.0001614	0.0002798	0.0004843	6.37e-05	0.0	4.66e-05	0.0001491	8.92e-05	6.56e-05	5.51e-05	0.0015	3.25e-05	5.69e-05	0.0	0.0	6.38e-05	0.0001805	0.0015	0.0	7.19e-05	0.0	0.0	0.0	0.0001398	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Ruffed Grouse	0.0067233	0.0053882	0.0055663	0.0050861	0.0064103	0.0058978	0.0071984	0.0059776	0.0053228	0.0027849	0.0052156	0.0043594	0.0046812	0.0047559	0.0045521	0.0054767	0.0042338	0.0048458	0.0029827	0.0020527	0.0020993	0.0037443	0.0017772	0.0016887	0.0015367	0.0015993	0.0013516	0.0013388	0.0009024	0.0017987	0.0018773	0.0027338	0.0054004	0.0057425	0.0087205	0.0086677	0.0091657	0.0096582	0.0088636	0.0049112	0.006958	0.0083507	0.0098039	0.0105485	0.0072543	0.00666	0.0052122	0.0080053	AK
Sooty Grouse	0.0015	0.0002449	0.0015	0.0	0.0015	0.0002184	0.0002879	0.0015	0.0009257	0.0011604	0.0038114	0.0095665	0.019209	0.0248986	0.0345763	0.0357257	0.0291729	0.0172864	0.0157586	0.0120779	0.0079381	0.0069379	0.00559	0.0049362	0.0042686	0.0039256	0.0031255	0.0023588	0.0032488	0.0026508	0.0022725	0.0017266	0.0017322	0.0028045	0.0016539	0.0009786	0.0022447	0.0009287	0.0006818	0.0011334	0.0011133	0.0020877	0.0015	0.0002637	0.0003627	0.0015	0.0002482	0.0015	AK
Sharp-tailed Grouse	0.0015924	0.0004898	0.0031462	0.0001956	0.0008361	0.0004369	0.000144	0.0012453	0.0004629	0.0006962	0.0006018	0.0019375	0.0033898	0.002378	0.0039709	0.0043304	0.0023779	0.0013978	0.000696	0.000595	0.0001968	0.0001927	0.0001292	0.0008768	0.0007399	0.0002908	0.0005068	0.0003188	0.0001805	0.0001893	9.88e-05	0.0004317	0.0012227	0.0006677	0.0006014	0.0023766	0.0031799	0.0007429	0.0009091	0.0011334	0.0015	0.0005965	0.0	0.0005274	0.0003627	0.000333	0.0014892	0.0020013	AK
White-tailed Ptarmigan	0.0008846	0.0022043	0.000484	0.0015649	0.0016722	0.0006553	0.0008638	0.0012453	0.0006943	0.0013924	0.0026078	0.0021797	0.0016142	0.0027976	0.0016465	0.000191	0.000116	0.0002796	0.0005468	0.000714	0.0006888	0.0005782	0.0009694	0.0017861	0.0020489	0.0019628	0.001605	0.002295	0.0018951	0.0013254	0.000988	0.0008633	0.001019	0.0018697	0.0015035	0.0019572	0.0005612	0.0009287	0.0006818	0.0007556	0.0002783	0.001193	0.0015	0.0002637	0.0014509	0.000333	0.0002482	0.001779	AK
Willow Ptarmigan	0.0054848	0.0112662	0.0087125	0.0064554	0.0072464	0.0087374	0.0071984	0.0052304	0.0078685	0.0122998	0.0142427	0.0125938	0.0090395	0.0092321	0.0058111	0.0126727	0.0168194	0.0259994	0.0379797	0.0539045	0.0655055	0.0512637	0.0427491	0.0331894	0.0317018	0.0328584	0.0279608	0.026138	0.0236441	0.0216794	0.018674	0.0172662	0.0203791	0.0186966	0.0192452	0.0191528	0.016835	0.0139302	0.0161364	0.0147337	0.0077929	0.0077542	0.0081136	0.0042194	0.0072543	0.006327	0.0054604	0.0080053	AK
Rock Ptarmigan	0.0026539	0.005878	0.0036302	0.0033255	0.0022297	0.0024028	0.0008638	0.0009963	0.0046286	0.0016245	0.005015	0.0042383	0.003067	0.0027976	0.0018402	0.0031841	0.0035959	0.0095518	0.0348976	0.0398334	0.0357869	0.0236496	0.0172547	0.0154581	0.0145703	0.011704	0.0114884	0.0082876	0.0054147	0.0045442	0.0038534	0.0046043	0.0043815	0.0105502	0.0183431	0.0209702	0.006734	0.0044577	0.0018182	0.0020778	0.0033398	0.0032806	0.0043949	0.0034283	0.0047153	0.002331	0.0042194	0.0035579	AK
Spruce Grouse	0.0053079	0.005878	0.0067764	0.0050861	0.0033445	0.0056793	0.0069105	0.0052304	0.0069428	0.0076584	0.0090271	0.0111407	0.0108152	0.0071339	0.0074576	0.0095523	0.0102656	0.0120678	0.0114337	0.0084486	0.0060028	0.0060294	0.0073672	0.0096775	0.0128628	0.0119221	0.0090387	0.0112202	0.0114611	0.0128751	0.012647	0.0146043	0.0198696	0.0252404	0.0266125	0.0294981	0.0250655	0.0250743	0.0227273	0.0147337	0.0075146	0.0080525	0.0074375	0.0052743	0.0047153	0.003996	0.0042194	0.0068935	AK
Ring-necked Pheasant	0.0040694	0.0061229	0.0029042	0.0019562	0.0033445	0.0045872	0.0041751	0.0029888	0.0055543	0.0027849	0.0038114	0.0033907	0.0059726	0.0062946	0.0064891	0.0068777	0.0115416	0.0132793	0.0054683	0.0027369	0.0012137	0.0011563	0.0009047	0.0007144	0.0008537	0.0011631	0.0005068	0.0010838	0.0010829	0.0014201	0.0007904	0.001295	0.0007133	0.0002671	0.0018042	0.0015378	0.0009353	0.002786	0.0047727	0.0043445	0.0041748	0.0044736	0.0023665	0.0039557	0.0032644	0.002664	0.0094316	0.0062264	AK
Green Pheasant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	AK
Indian Peafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97e-05	2.97e-05	6.56e-05	5.51e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Red Junglefowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25e-05	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Chukar	0.0	0.0	0.0	0.0	0.0	0.0002184	0.0	0.0002491	0.0	0.0	0.0015	0.0002422	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0015	2.75e-05	0.0015	6.49e-05	0.0015	0.0015	8.45e-05	0.0001275	0.0001805	0.0001893	9.88e-05	0.0015	0.0001019	0.0	0.0	0.0002796	0.0001871	0.0	0.0002273	0.0	0.0002783	0.0	0.0003381	0.0	0.0	0.0	0.0002482	0.0006671	AK
Rock Pigeon	0.1052725	0.0962528	0.1043078	0.1028951	0.1006132	0.0771079	0.0748632	0.0951432	0.0890997	0.0944535	0.0858576	0.0833132	0.0847458	0.082529	0.0702179	0.0524104	0.0483703	0.047619	0.0381289	0.0337944	0.029981	0.0265955	0.0261083	0.0319878	0.0361411	0.0421634	0.0438419	0.0470483	0.0502662	0.0515952	0.0494022	0.0490647	0.04086	0.0462073	0.0485641	0.0424997	0.0531238	0.0605498	0.0677273	0.0899131	0.077651	0.0727707	0.0801217	0.0880802	0.0805223	0.0919081	0.1079672	0.0782744	AK
Band-tailed Pigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0001211	0.0012914	0.0005595	0.0009685	0.0007642	0.00058	0.000233	0.0006463	0.0007735	0.0004264	0.0003854	0.0003554	0.0003897	0.0006261	7.27e-05	0.0005068	0.0001275	0.0001805	0.0015	9.88e-05	7.19e-05	0.0001019	0.0002671	0.0004511	0.0004194	0.0015	0.0001857	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	AK
Oriental Turtle-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66e-05	4.97e-05	0.0001487	0.0015	0.0	0.0	3.25e-05	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001871	0.0005572	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Eurasian Collared-Dove	0.0116773	0.0137154	0.0091965	0.0117371	0.0122631	0.0089559	0.0066225	0.007721	0.00972	0.0058018	0.0092277	0.0088399	0.0106538	0.0071339	0.0075545	0.0057951	0.0057418	0.0045662	0.0046729	0.0039268	0.002821	0.0039921	0.0040067	0.004514	0.008082	0.0071242	0.0087008	0.0076501	0.0083927	0.0063429	0.00909	0.0095683	0.0102914	0.0108173	0.01278	0.0118831	0.0149645	0.0128158	0.0145455	0.0181337	0.0194823	0.0164032	0.0216362	0.0200422	0.0166848	0.017316	0.0134028	0.0131199	AK
African Collared-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
White-winged Dove	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0002491	0.0002314	0.0004641	0.0002006	0.0	0.0	0.0	9.69e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38e-05	9.02e-05	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.000333	0.0	0.0	AK
Mourning Dove	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0007266	0.0015	0.0015	0.0	6.37e-05	0.0015	0.0	0.0	0.0015	0.0001968	2.75e-05	0.0015	0.0	0.0015	0.0002181	0.0015	0.0015	0.0015	0.0001893	9.88e-05	0.0004317	0.0013246	0.0026709	0.0028567	0.0040542	0.0022447	0.0022288	0.0038636	0.0043445	0.0019482	0.0015	0.0	0.0	0.0015	0.0	0.0015	0.0015	AK
Yellow-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25e-05	0.0001707	7.27e-05	0.0	0.0015	0.0	0.0	0.0015	7.19e-05	0.0	0.0	0.0	0.0001398	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Common Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0006545	0.0021321	0.001349	0.0010017	6.49e-05	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0001335	0.0001504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Oriental Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0008857	0.0010462	9.69e-05	6.49e-05	0.0001707	7.27e-05	0.0	0.0015	0.0	0.0	0.0	7.19e-05	0.0	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Lesser Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Common Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.97e-05	0.0	0.0001377	9.69e-05	0.0003247	0.0003984	0.0004362	0.0006758	6.38e-05	0.0001805	0.000284	0.000494	0.0003597	0.0006114	0.0009348	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Eastern Whip-poor-will	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	AK
Gray Nightjar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Black Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97e-05	0.0002296	0.0007158	0.0004524	0.000682	0.0009106	0.0003635	0.0005913	0.0001275	0.0001805	0.0001893	9.88e-05	7.19e-05	0.0	0.0001335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Chimney Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Vaux's Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005731	0.000754	0.0020967	0.0041261	0.004373	0.0030506	0.0031661	0.0031989	0.00328	0.003358	0.0047979	0.0040547	0.0063751	0.0051439	0.0041655	0.005039	0.0040288	0.0027512	0.0010684	0.0003007	0.0002796	0.0001871	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
White-throated Needletail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	3.28e-05	0.0	0.0	9.74e-05	5.69e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Common Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46e-05	0.0015	5.69e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Pacific Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66e-05	0.0	0.0015	0.0001312	5.51e-05	3.23e-05	0.0001624	0.0	0.0015	0.0	0.0	0.0015	0.0	9.88e-05	0.0001439	0.0015	0.0015	0.0010525	0.0001398	0.0005612	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Anna's Hummingbird	0.0171621	0.0095518	0.0065344	0.0078247	0.0091973	0.0111402	0.0054708	0.0069738	0.0076371	0.0039452	0.0058175	0.0062969	0.0067797	0.0058749	0.0041646	0.0030567	0.0025519	0.0013512	0.0017399	0.0011007	0.0009841	0.0010187	0.0015187	0.0013315	0.001309	0.0020355	0.0021118	0.0019125	0.0028878	0.0039761	0.0058295	0.0054676	0.0057061	0.0093483	0.0130807	0.0139801	0.0188926	0.0211738	0.0225	0.031734	0.0258837	0.0178944	0.0223124	0.0174051	0.0232136	0.020313	0.0176222	0.0155659	AK
Costa's Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0005755	0.0009171	0.0005342	0.0003007	0.0016776	0.0005612	0.0007429	0.0004545	0.0024556	0.0016699	0.0020877	0.0	0.0	0.0015	0.0	0.0007446	0.0004447	AK
Calliope Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Rufous Hummingbird	0.0015	0.0002449	0.0015	0.0001956	0.0015	0.0002184	0.0015	0.0015	0.0015	0.0015	0.0006018	0.0008477	0.0087167	0.0201427	0.0359322	0.0541935	0.0595639	0.0434722	0.0359415	0.0343299	0.0284065	0.0241727	0.029178	0.0338064	0.0512237	0.0506688	0.0456158	0.0365931	0.02951	0.0230995	0.0202549	0.008705	0.0024455	0.0020032	0.0004511	0.0002796	0.0001871	0.0001857	0.0004545	0.0005667	0.000835	0.001193	0.0015	0.0005274	0.0003627	0.0015	0.0015	0.0002224	AK
Virginia Rail	0.0	0.0	0.0	0.0	0.0015	0.0002184	0.000144	0.0	0.0	0.0015	0.0002006	0.0	0.0	0.0	0.0	0.0	5.8e-05	4.66e-05	4.97e-05	8.92e-05	0.0015	5.51e-05	3.23e-05	0.0001624	0.0001138	0.0015	0.0001689	6.38e-05	0.0001805	0.0	0.0001976	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0011133	0.0002982	0.0	0.0	0.0015	0.0	0.0015	0.0	AK
Sora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000191	0.000116	0.000233	0.000696	0.0005652	0.0002624	0.0003854	0.0003877	0.0004222	0.0003415	0.0003635	0.0004224	0.000255	0.0002707	0.0	0.0	0.0015	0.0	0.0001335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Eurasian Moorhen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Eurasian Coot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116	0.0001398	9.94e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
American Coot	0.004954	0.0034289	0.0019361	0.0017606	0.0002787	0.0013106	0.0028794	0.0017435	0.00162	0.0016245	0.0016048	0.0008477	0.0004843	0.0020982	0.0025182	0.0020378	0.000464	0.0001864	9.94e-05	0.0015	6.56e-05	0.0	0.0015	3.25e-05	5.69e-05	0.0015	0.0015	0.0015	0.0015	0.0015	9.88e-05	0.0001439	0.0001019	0.0016026	0.0009021	0.0061513	0.016835	0.0232169	0.0263636	0.0368342	0.0283885	0.0220698	0.0196078	0.0174051	0.0108814	0.010323	0.0114172	0.0040027	AK
Baillon's Crake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
Yellow Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AK
